"id","state_id","code","name","cname","lower_name","code_full"
"1","1","HEA","Herat","赫拉特","herat","AFG000HEA"
"2","1","KBL","Kabul","喀布尔","kabul","AFG000KBL"
"3","1","KDH","Kandahar","坎大哈","kandahar","AFG000KDH"
"4","1","MZR","Mazar-i Sharif","马扎里沙里夫","mazar-i sharif","AFG000MZR"
"5","2","BGO","Bengo","本戈","bengo","AGO000BGO"
"6","2","BGU","Benguela","本格拉","benguela","AGO000BGU"
"7","2","BIE","Bie","比耶","bie","AGO000BIE"
"8","2","CAB","Cabinda","卡宾达","cabinda","AGO000CAB"
"9","2","CCU","Cuando Cubango","宽多库邦戈","cuando cubango","AGO000CCU"
"10","2","CNN","Cunene","库内内","cunene","AGO000CNN"
"11","2","CNO","Cuanza Norte","北宽扎","cuanza norte","AGO000CNO"
"12","2","CUS","Cuanza Sul","南宽扎","cuanza sul","AGO000CUS"
"13","2","HUA","Huambo","万博","huambo","AGO000HUA"
"14","2","HUI","Huila","威拉","huila","AGO000HUI"
"15","2","LNO","Lunda Norte","北隆达","lunda norte","AGO000LNO"
"16","2","LSU","Lunda Sul","南隆达","lunda sul","AGO000LSU"
"17","2","LUA","Luanda","罗安达","luanda","AGO000LUA"
"18","2","MAL","Malanje","马兰热","malanje","AGO000MAL"
"19","2","MOX","Moxico","莫希科","moxico","AGO000MOX"
"20","2","NAM","Namibe","纳米贝","namibe","AGO000NAM"
"21","2","UIG","Uige","威热","uige","AGO000UIG"
"22","2","ZAI","Zaire","扎伊尔","zaire","AGO000ZAI"
"23","3","BR","Berat","培拉特","berat","ALB0000BR"
"24","3","DI","Diber","迪勃拉","diber","ALB0000DI"
"25","3","DR","Durres","都拉斯","durres","ALB0000DR"
"26","3","EL","Elbasan","爱尔巴桑","elbasan","ALB0000EL"
"27","3","FR","Fier","费里","fier","ALB0000FR"
"28","3","GJ","Gjirokaster","吉诺卡斯特","gjirokaster","ALB0000GJ"
"29","3","KO","Korce","科尔察","korce","ALB0000KO"
"30","3","KU","Kukes","库克斯","kukes","ALB0000KU"
"31","3","LE","Lezhe","莱什","lezhe","ALB0000LE"
"32","3","SH","Shkoder","斯库台","shkoder","ALB0000SH"
"33","3","TR","Tirane","地拉那","tirane","ALB0000TR"
"34","3","VL","Vlore","发罗拉","vlore","ALB0000VL"
"35","4","2","Canillo","卡尼略","canillo","AND000002"
"36","4","3","Encamp","恩坎普","encamp","AND000003"
"37","4","4","La Massana","马萨纳","la massana","AND000004"
"38","4","5","Ordino","奥尔迪诺","ordino","AND000005"
"39","4","6","Sant Julia de Laria","圣胡利娅－德洛里亚","sant julia de laria","AND000006"
"40","4","7","Andorra la Vella","安道尔城","andorra la vella","AND000007"
"41","4","8","Escaldes-Engordany","莱塞斯卡尔德－恩戈尔达","escaldes-engordany","AND000008"
"42","5","AL","Al l'Ayn","艾因","al l'ayn","ARE0000AL"
"43","5","AZ","Abu Dhabi","阿布扎比","abu dhabi","ARE0000AZ"
"44","5","DU","Dubai","迪拜","dubai","ARE0000DU"
"45","5","SH","Ash Shariqah","沙迦","ash shariqah","ARE0000SH"
"46","6","AFA","San Rafael","圣拉斐尔","san rafael","ARG000AFA"
"47","6","BHI","Bahia Blanca","布兰卡港","bahia blanca","ARG000BHI"
"48","6","BUE","Buenos Aires","布宜诺斯艾利斯","buenos aires","ARG000BUE"
"49","6","CNQ","Corrientes","科连特斯","corrientes","ARG000CNQ"
"50","6","COC","Concordia","肯考迪娅","concordia","ARG000COC"
"51","6","COR","Cordoba","科尔多瓦","cordoba","ARG000COR"
"52","6","CRD","Comodoro Rivadavia","里瓦达维亚海军准将城","comodoro rivadavia","ARG000CRD"
"53","6","CTC","Catamarca","卡塔马卡","catamarca","ARG000CTC"
"54","6","FMA","Formosa","福莫萨","formosa","ARG000FMA"
"55","6","IRJ","La Rioja","拉里奥哈","la rioja","ARG000IRJ"
"56","6","JUJ","Jujuy","胡胡伊","jujuy","ARG000JUJ"
"57","6","LPG","La Plata","拉普拉塔","la plata","ARG000LPG"
"58","6","LUQ","San Luis","圣路易斯","san luis","ARG000LUQ"
"59","6","MDQ","Mar del Plata","马德普拉塔","mar del plata","ARG000MDQ"
"60","6","MDZ","Mendoza","门多萨","mendoza","ARG000MDZ"
"61","6","NQN","Neuquen","内乌肯","neuquen","ARG000NQN"
"62","6","PRA","Parana","巴拉那","parana","ARG000PRA"
"63","6","PSS","Posadas","波萨达斯","posadas","ARG000PSS"
"64","6","RCU","Rio Cuarto","里奥夸尔托","rio cuarto","ARG000RCU"
"65","6","REL","Trelew","特雷利乌","trelew","ARG000REL"
"66","6","RES","Resistencia","雷西斯滕匹亚","resistencia","ARG000RES"
"67","6","RGL","Rio Gallegos","里奥加耶戈斯","rio gallegos","ARG000RGL"
"68","6","ROS","Rosario","罗萨里奥","rosario","ARG000ROS"
"69","6","RSA","Santa Rosa","圣罗莎","santa rosa","ARG000RSA"
"70","6","RWO","Rawson","罗森","rawson","ARG000RWO"
"71","6","SDE","Santiago del Estero","圣地亚哥-德尔埃斯特罗","santiago del estero","ARG000SDE"
"72","6","SFN","Santa Fe","圣菲","santa fe","ARG000SFN"
"73","6","SLA","Salta","萨尔塔","salta","ARG000SLA"
"74","6","SMC","San Miguel de Tucuman","圣米格尔-德图库曼","san miguel de tucuman","ARG000SMC"
"75","6","SNS","San Nicolas","圣尼古拉斯","san nicolas","ARG000SNS"
"76","6","UAQ","San Juan","圣胡安","san juan","ARG000UAQ"
"77","6","USH","Ushuaia","乌斯怀亚","ushuaia","ARG000USH"
"78","6","VDM","Viedma","别德马","viedma","ARG000VDM"
"79","6","VLK","Villa Krause","克劳斯城","villa krause","ARG000VLK"
"80","7","AGT","Aragacotn","阿拉加措特恩","aragacotn","ARM000AGT"
"81","7","ARA","Ararat","阿拉拉特","ararat","ARM000ARA"
"82","7","ARM","Armavir","阿尔马维尔","armavir","ARM000ARM"
"83","7","EVN","Yerevan","埃里温市","yerevan","ARM000EVN"
"84","7","GEG","Gelarkunik","格加尔库尼克","gelarkunik","ARM000GEG"
"85","7","KOT","Kotayk","科泰克","kotayk","ARM000KOT"
"86","7","LOR","Lorri","洛里","lorri","ARM000LOR"
"87","7","SHI","Shirak","希拉克","shirak","ARM000SHI"
"88","7","SYU","Syunik","休尼克","syunik","ARM000SYU"
"89","7","TAV","Tavus","塔武什","tavus","ARM000TAV"
"90","7","VAY","VayocJor","瓦约茨·佐尔","vayocjor","ARM000VAY"
"91","8","AAN","Aana","阿纳","aana","ASM000AAN"
"92","8","AIT","Aigaile Tai","艾加伊勒泰","aigaile tai","ASM000AIT"
"93","8","ATU","Atua","阿图阿","atua","ASM000ATU"
"94","8","FAA","Faasaleleaga","法塞莱莱阿加","faasaleleaga","ASM000FAA"
"95","8","GFG","Gagaifomauga","加盖福毛加","gagaifomauga","ASM000GFG"
"96","8","GMG","Gagaemauga","加加埃毛加","gagaemauga","ASM000GMG"
"97","8","PAL","Palauli","帕劳利","palauli","ASM000PAL"
"98","8","SAT","Satupaitea","萨图帕伊泰阿","satupaitea","ASM000SAT"
"99","8","SAV","Savaii","萨瓦伊岛","savaii","ASM000SAV"
"100","8","TUA","Tuamasaga","图阿马萨加","tuamasaga","ASM000TUA"
"101","8","UPO","Upolu","乌波卢岛","upolu","ASM000UPO"
"102","8","VAF","Vaao Fonoti","瓦奥福诺蒂","vaao fonoti","ASM000VAF"
"103","8","VAI","Vaisigano","韦西加诺","vaisigano","ASM000VAI"
"104","9","DRW","Darwin","达尔文","darwin","AUS0NTDRW"
"105","9","PAL","Palmerston North","北帕默斯顿","palmerston north","AUS0NTPAL"
"106","10","ADL","Adelaide","阿德莱德","adelaide","AUS0SAADL"
"107","10","MGB","Mount Gambier","甘比亚山","mount gambier","AUS0SAMGB"
"108","10","MYB","Murray Bridge","默里布里奇","murray bridge","AUS0SAMYB"
"109","10","PLO","Port Lincoln","林肯港","port lincoln","AUS0SAPLO"
"110","10","PPI","Port Pirie","皮里港","port pirie","AUS0SAPPI"
"111","10","PUG","Port Augusta","奥古斯塔港","port augusta","AUS0SAPUG"
"112","10","VHA","Victor Harbor","维克托港","victor harbor","AUS0SAVHA"
"113","10","WAY","Whyalla","怀阿拉","whyalla","AUS0SAWAY"
"114","11","ALH","Albany","奥尔巴尼","albany","AUS0WAALH"
"115","11","BUY","Bunbury","班伯里","bunbury","AUS0WABUY"
"116","11","FRE","Fremantle","弗里曼特尔港","fremantle","AUS0WAFRE"
"117","11","GET","Geraldton","杰拉尔顿","geraldton","AUS0WAGET"
"118","11","KGI","Kalgoorlie","卡尔古利","kalgoorlie","AUS0WAKGI"
"119","11","MDU","Mandurah","曼哲拉","mandurah","AUS0WAMDU"
"120","11","PER","Perth","珀斯","perth","AUS0WAPER"
"121","12","CBR","Canberra","堪培拉","canberra","AUSACTCBR"
"122","13","HBS","Sydney","悉尼","sydney","AUSNSWHBS"
"123","13","NTL","Newcastle","纽卡斯尔","newcastle","AUSNSWNTL"
"124","13","WOL","Wollongong","伍伦贡","wollongong","AUSNSWWOL"
"125","14","BNE","Brisbane","布里斯班","brisbane","AUSQLDBNE"
"126","14","CNS","Cairns","凯恩斯","cairns","AUSQLDCNS"
"127","14","CUD","Caloundra","日光海岸","caloundra","AUSQLDCUD"
"128","14","OOL","Gold Coast","黄金海岸","gold coast","AUSQLDOOL"
"129","14","TSV","Townsville","汤斯维尔","townsville","AUSQLDTSV"
"130","14","TWB","Toowoomba","图文巴","toowoomba","AUSQLDTWB"
"131","15","BWT","Burnie","伯尼港","burnie","AUSTASBWT"
"132","15","DPO","Devonport","德文波特","devonport","AUSTASDPO"
"133","15","HBA","Hobart","霍巴特","hobart","AUSTASHBA"
"134","15","LST","Launceston","朗塞斯顿","launceston","AUSTASLST"
"135","16","GEX","Geelong","吉朗","geelong","AUSVICGEX"
"136","16","MEL","Melbourne","墨尔本","melbourne","AUSVICMEL"
"137","17","BUR","Burgenland","布尔根兰","burgenland","AUT000BUR"
"138","17","CAT","Carinthia","克恩顿","carinthia","AUT000CAT"
"139","17","LAU","Lower Austria","下奥地利","lower austria","AUT000LAU"
"140","17","STY","Styria","施蒂利亚","styria","AUT000STY"
"141","17","SZG","Salzburg","萨尔茨堡","salzburg","AUT000SZG"
"142","17","TYR","Tyrol","蒂罗尔","tyrol","AUT000TYR"
"143","17","UAU","Upper Austria","上奥地利","upper austria","AUT000UAU"
"144","17","VDD","Vienna","维也纳","vienna","AUT000VDD"
"145","17","VOR","Vorarlberg","福拉尔贝格","vorarlberg","AUT000VOR"
"146","18","GA","Ganca","占贾","ganca","AZE0000GA"
"147","18","NX","Naxcivan","纳希切万","naxcivan","AZE0000NX"
"148","18","SA","Saki","舍基","saki","AZE0000SA"
"149","18","ABS","Abseron","阿布歇隆","abseron","AZE000ABS"
"150","18","KAL","Kalbacar","卡尔巴卡尔","kalbacar","AZE000KAL"
"151","18","LAN","Lankaran","连科兰","lankaran","AZE000LAN"
"152","18","MQA","Mil-Qarabax","密尔-卡拉巴赫","mil-qarabax","AZE000MQA"
"153","18","MSA","Mugan-Salyan","穆甘-萨连","mugan-salyan","AZE000MSA"
"154","18","NQA","Nagorni-Qarabax","纳戈尔诺－卡拉巴赫","nagorni-qarabax","AZE000NQA"
"155","18","PRI","Priaraks","普利亚拉克斯","priaraks","AZE000PRI"
"156","18","QAZ","Qazax","卡扎赫","qazax","AZE000QAZ"
"157","18","SIR","Sirvan","锡尔万","sirvan","AZE000SIR"
"158","18","SMC","Sumqayit","苏姆盖特","sumqayit","AZE000SMC"
"159","18","XAC","Xacmaz","哈奇马斯","xacmaz","AZE000XAC"
"160","19","BB","Bubanza","布班扎","bubanza","BDI0000BB"
"161","19","BM","Bujumbura Mairie","布琼布拉城市","bujumbura mairie","BDI0000BM"
"162","19","BR","Bururi","布鲁里","bururi","BDI0000BR"
"163","19","BU","Bujumbura Rural","布琼布拉乡村","bujumbura rural","BDI0000BU"
"164","19","CA","Cankuzo","坎库佐","cankuzo","BDI0000CA"
"165","19","CI","Cibitoke","锡比托凯","cibitoke","BDI0000CI"
"166","19","GI","Gitega","基特加","gitega","BDI0000GI"
"167","19","KI","Kirundo","基龙多","kirundo","BDI0000KI"
"168","19","KR","Karuzi","卡鲁济","karuzi","BDI0000KR"
"169","19","KY","Kayanza","卡扬扎","kayanza","BDI0000KY"
"170","19","MA","Makamba","马坎巴","makamba","BDI0000MA"
"171","19","MU","Muramvya","穆拉姆维亚","muramvya","BDI0000MU"
"172","19","MW","Mwaro","穆瓦洛","mwaro","BDI0000MW"
"173","19","MY","Muyinga","穆因加","muyinga","BDI0000MY"
"174","19","NG","Ngozi","恩戈齐","ngozi","BDI0000NG"
"175","19","RT","Rutana","鲁塔纳","rutana","BDI0000RT"
"176","19","RY","Ruyigi","鲁伊吉","ruyigi","BDI0000RY"
"177","20","BRU","Brussels","布鲁塞尔","brussels","BEL000BRU"
"178","20","VAN","Antwerpen","安特卫普","antwerpen","BEL000VAN"
"179","20","VBR","Vlaams-Brabant","佛兰芒-布拉班特","vlaams-brabant","BEL000VBR"
"180","20","VLI","Limburg","林堡","limburg","BEL000VLI"
"181","20","VOV","Oost-Vlaanderen","东佛兰德","oost-vlaanderen","BEL000VOV"
"182","20","VWV","West-Vlaanderen","西佛兰德","west-vlaanderen","BEL000VWV"
"183","20","WBR","Brabant-Wallone","布拉班特-瓦隆","brabant-wallone","BEL000WBR"
"184","20","WHT","Hainaut","埃诺","hainaut","BEL000WHT"
"185","20","WLG","Liege","列日","liege","BEL000WLG"
"186","20","WLX","Luxembourg","卢森堡","luxembourg","BEL000WLX"
"187","20","WNA","Namur","那慕尔","namur","BEL000WNA"
"188","21","AK","Atakora","阿塔科拉","atakora","BEN0000AK"
"189","21","AL","Alibori","阿黎博里","alibori","BEN0000AL"
"190","21","AQ","Atlantique","大西洋","atlantique","BEN0000AQ"
"191","21","BO","Borgou","博尔古","borgou","BEN0000BO"
"192","21","CO","Collines","丘陵","collines","BEN0000CO"
"193","21","DO","Donga","峡谷","donga","BEN0000DO"
"194","21","KO","Kouffo","库福","kouffo","BEN0000KO"
"195","21","LI","Littoral","滨海","littoral","BEN0000LI"
"196","21","MO","Mono","莫诺","mono","BEN0000MO"
"197","21","OU","Oueme","韦梅","oueme","BEN0000OU"
"198","21","PL","Plateau","高原","plateau","BEN0000PL"
"199","21","ZO","Zou","祖","zou","BEN0000ZO"
"200","21","BOH","Bohicon","波希康市","bohicon","BEN000BOH"
"201","22","BAL","Bale","巴雷","bale","BFA000BAL"
"202","22","BAM","Bam","巴姆","bam","BFA000BAM"
"203","22","BAN","Banwa","巴瓦","banwa","BFA000BAN"
"204","22","BAZ","Bazega","巴泽加","bazega","BFA000BAZ"
"205","22","BLG","Boulgou","布尔古","boulgou","BFA000BLG"
"206","22","BOK","Boulkiemde","布尔基恩德","boulkiemde","BFA000BOK"
"207","22","BOR","Bougouriba","布古里巴","bougouriba","BFA000BOR"
"208","22","COM","Comoe","科莫埃","comoe","BFA000COM"
"209","22","GAN","Ganzourgou","冈祖尔古","ganzourgou","BFA000GAN"
"210","22","GNA","Gnagna","尼亚尼亚","gnagna","BFA000GNA"
"211","22","GOU","Gourma","古尔马","gourma","BFA000GOU"
"212","22","HOU","Houet","乌埃","houet","BFA000HOU"
"213","22","IOA","Ioba","伊奥巴","ioba","BFA000IOA"
"214","22","KAD","Kadiogo","卡焦戈","kadiogo","BFA000KAD"
"215","22","KEN","Kenedougou","凯内杜古","kenedougou","BFA000KEN"
"216","22","KOL","Koulpelogo","库尔佩罗戈","koulpelogo","BFA000KOL"
"217","22","KOO","Komondjari","科蒙加里","komondjari","BFA000KOO"
"218","22","KOP","Kompienga","孔皮恩加","kompienga","BFA000KOP"
"219","22","KOS","Kossi","孔西","kossi","BFA000KOS"
"220","22","KOT","Kouritenga","库里滕加","kouritenga","BFA000KOT"
"221","22","KOW","Kourweogo","库尔维奥戈","kourweogo","BFA000KOW"
"222","22","LER","Leraba","雷拉巴","leraba","BFA000LER"
"223","22","LOR","Loroum","罗卢姆","loroum","BFA000LOR"
"224","22","MOU","Mouhoun","穆翁","mouhoun","BFA000MOU"
"225","22","NAH","Nahouri","纳乌里","nahouri","BFA000NAH"
"226","22","NAM","Namentenga","纳门滕加","namentenga","BFA000NAM"
"227","22","NAY","Nayala","纳亚拉","nayala","BFA000NAY"
"228","22","NOU","Noumbiel","努姆比埃尔","noumbiel","BFA000NOU"
"229","22","OUB","Oubritenga","乌布里滕加","oubritenga","BFA000OUB"
"230","22","OUD","Oudalan","乌达兰","oudalan","BFA000OUD"
"231","22","PAS","Passore","帕索雷","passore","BFA000PAS"
"232","22","PON","Poni","波尼","poni","BFA000PON"
"233","22","SAG","Sanguie","桑吉","sanguie","BFA000SAG"
"234","22","SAM","Sanmatenga","桑马滕加","sanmatenga","BFA000SAM"
"235","22","SEN","Seno","塞诺","seno","BFA000SEN"
"236","22","SIS","Sissili","锡西里","sissili","BFA000SIS"
"237","22","SOM","Soum","苏姆","soum","BFA000SOM"
"238","22","SOR","Sourou","苏鲁","sourou","BFA000SOR"
"239","22","TAP","Tapoa","塔波阿","tapoa","BFA000TAP"
"240","22","TUY","Tuy","图伊","tuy","BFA000TUY"
"241","22","YAG","Yagha","亚加","yagha","BFA000YAG"
"242","22","YAT","Yatenga","亚滕加","yatenga","BFA000YAT"
"243","22","ZIR","Ziro","济罗","ziro","BFA000ZIR"
"244","22","ZOD","Zondoma","宗多马","zondoma","BFA000ZOD"
"245","22","ZOW","Zoundweogo","宗德韦奥戈","zoundweogo","BFA000ZOW"
"246","23","CGP","Chittagong","吉大港","chittagong","BGD000CGP"
"247","23","DAC","Dhaka","达卡","dhaka","BGD000DAC"
"248","23","KHL","Khulna","库尔纳","khulna","BGD000KHL"
"249","24","BOJ","Burgas","布尔加斯","burgas","BGR000BOJ"
"250","24","GSO","Grad Sofiya","索非亚市","grad sofiya","BGR000GSO"
"251","24","KHO","Khaskovo","卡斯科伏","khaskovo","BGR000KHO"
"252","24","LVP","Lovech","洛维奇","lovech","BGR000LVP"
"253","24","OZA","Montana","蒙塔纳","montana","BGR000OZA"
"254","24","PDV","Plovdiv","普罗夫迪夫","plovdiv","BGR000PDV"
"255","24","ROU","Ruse","鲁塞","ruse","BGR000ROU"
"256","24","SOF","Sofiya","索非亚","sofiya","BGR000SOF"
"257","24","VAR","Varna","瓦尔纳","varna","BGR000VAR"
"258","25","1","Al-Hadd","哈德","al-hadd","BHR000001"
"259","25","2","Al-Muharraq","穆哈拉格","al-muharraq","BHR000002"
"260","25","3","Al-Manamah","麦纳麦","al-manamah","BHR000003"
"261","25","5","Northern","北部","northern","BHR000005"
"262","25","7","Al-Wusta","中部","al-wusta","BHR000007"
"263","25","8","Isa","伊萨城","isa","BHR000008"
"264","25","9","Ar-Rifa","里法","ar-rifa","BHR000009"
"265","25","10","Western","西部","western","BHR000010"
"266","25","12","Hammad","哈马德","hammad","BHR000012"
"267","26","FBP","Bosansko-Podrinjski","波斯尼亚－波德里涅","bosansko-podrinjski","BIH000FBP"
"268","26","FHB","Hercegovacko-Bosanski","西波斯尼亚","hercegovacko-bosanski","BIH000FHB"
"269","26","FHN","Hercegovacko-Neretvanski","黑塞哥维那－涅雷特瓦","hercegovacko-neretvanski","BIH000FHN"
"270","26","FPO","Posavski","波萨维纳","posavski","BIH000FPO"
"271","26","FSA","Sarajevo","萨拉热窝","sarajevo","BIH000FSA"
"272","26","FSB","Srednjo-Bosanski","中波斯尼亚","srednjo-bosanski","BIH000FSB"
"273","26","FTO","Tomislavgrad","多米斯拉夫格勒","tomislavgrad","BIH000FTO"
"274","26","FTU","Tuzlanski-Podrinjski","图兹拉－波德里涅","tuzlanski-podrinjski","BIH000FTU"
"275","26","FUS","Unsko-Sanski","乌纳－萨纳","unsko-sanski","BIH000FUS"
"276","26","FZE","Zenicko-Dobojski","泽尼察－多博伊","zenicko-dobojski","BIH000FZE"
"277","26","FZH","Zapadno-Hercegovaki","西黑塞哥维那","zapadno-hercegovaki","BIH000FZH"
"278","27","BR","Bresckaja","布列斯特","bresckaja","BLR0000BR"
"279","27","HO","Homelskaja","戈梅利","homelskaja","BLR0000HO"
"280","27","HR","Hrodzenskaja","格罗德诺","hrodzenskaja","BLR0000HR"
"281","27","MA","Mahileuskaja","莫吉廖夫","mahileuskaja","BLR0000MA"
"282","27","MI","Minsk","明斯克市","minsk","BLR0000MI"
"283","27","VI","Vicebskaja","维捷布斯克","vicebskaja","BLR0000VI"
"284","28","BZ","Belize","伯利兹","belize","BLZ0000BZ"
"285","28","CR","Corozal","科罗萨尔","corozal","BLZ0000CR"
"286","28","CY","Cayo","卡约","cayo","BLZ0000CY"
"287","28","OW","Orange Walk","橘园","orange walk","BLZ0000OW"
"288","28","SC","Stann Creek","斯坦港","stann creek","BLZ0000SC"
"289","28","TO","Toledo","托莱多","toledo","BLZ0000TO"
"290","29","ALT","El Alto","奥尔托","el alto","BOL000ALT"
"291","29","BEN","El Beni","贝尼","el beni","BOL000BEN"
"292","29","CBB","Cochabamba","科恰班巴","cochabamba","BOL000CBB"
"293","29","CHU","Chuquisaca","丘基萨卡","chuquisaca","BOL000CHU"
"294","29","LPB","La Paz","拉巴斯","la paz","BOL000LPB"
"295","29","ORU","Oruro","奥鲁罗","oruro","BOL000ORU"
"296","29","PAN","Pando","潘多","pando","BOL000PAN"
"297","29","POI","Potosi","波多西","potosi","BOL000POI"
"298","29","QUI","Quillacollo","基拉科洛","quillacollo","BOL000QUI"
"299","29","SAC","Sacaba","萨卡巴","sacaba","BOL000SAC"
"300","29","SRZ","Santa Cruz","圣克鲁斯","santa cruz","BOL000SRZ"
"301","29","TJA","Tarija","塔里哈","tarija","BOL000TJA"
"302","30","AC","Acre","阿克里","acre","BRA0000AC"
"303","30","AL","Alagoas","阿拉戈斯","alagoas","BRA0000AL"
"304","30","AM","Amazonas","亚马孙","amazonas","BRA0000AM"
"305","30","AP","Amapa","阿马帕","amapa","BRA0000AP"
"306","30","BA","Bahia","巴伊亚","bahia","BRA0000BA"
"307","30","CE","Ceara","塞阿拉","ceara","BRA0000CE"
"308","30","ES","Espirito Santo","圣埃斯皮里图","espirito santo","BRA0000ES"
"309","30","GO","Goias","戈亚斯","goias","BRA0000GO"
"310","30","MA","Maranhao","马拉尼昂","maranhao","BRA0000MA"
"311","30","MG","Minas Gerais","米纳斯吉拉斯","minas gerais","BRA0000MG"
"312","30","MS","Mato Grosso do Sul","南马托格罗索","mato grosso do sul","BRA0000MS"
"313","30","MT","Mato Grosso","马托格罗索","mato grosso","BRA0000MT"
"314","30","PA","Para","帕拉","para","BRA0000PA"
"315","30","PB","Paraiba","帕拉伊巴","paraiba","BRA0000PB"
"316","30","PE","Pernambuco","伯南布哥","pernambuco","BRA0000PE"
"317","30","PI","Piaui","皮奥伊","piaui","BRA0000PI"
"318","30","PR","Parana","巴拉那","parana","BRA0000PR"
"319","30","RJ","Rio de Janeiro","里约热内卢","rio de janeiro","BRA0000RJ"
"320","30","RN","Rio Grande do Norte","北里奥格兰德","rio grande do norte","BRA0000RN"
"321","30","RO","Rondonia","朗多尼亚","rondonia","BRA0000RO"
"322","30","RR","Roraima","罗赖马","roraima","BRA0000RR"
"323","30","RS","Rio Grande do Sul","南里奥格兰德","rio grande do sul","BRA0000RS"
"324","30","SC","Santa Catarina","圣卡塔琳娜","santa catarina","BRA0000SC"
"325","30","SE","Sergipe","塞尔希培","sergipe","BRA0000SE"
"326","30","SP","Sao Paulo","圣保罗","sao paulo","BRA0000SP"
"327","30","TO","Tocantins","托坎廷斯","tocantins","BRA0000TO"
"328","30","BSB","Brasilia","巴西利亚","brasilia","BRA000BSB"
"329","31","AC","Ouham","瓦姆","ouham","CAF0000AC"
"330","31","BB","Bamingui-Bangoran","巴明吉-班戈兰","bamingui-bangoran","CAF0000BB"
"331","31","BI","Bimbo","宾博","bimbo","CAF0000BI"
"332","31","BK","Basse-Kotto","下科托","basse-kotto","CAF0000BK"
"333","31","HK","Haute-Kotto","上科托","haute-kotto","CAF0000HK"
"334","31","HM","Haut-Mbomou","上姆博穆","haut-mbomou","CAF0000HM"
"335","31","HS","Mambere-Kadei","曼贝雷-卡代","mambere-kadei","CAF0000HS"
"336","31","KB","Nana-Gribizi","纳纳-格里比齐","nana-gribizi","CAF0000KB"
"337","31","KG","Kemo","凯莫","kemo","CAF0000KG"
"338","31","LB","Lobaye","洛巴伊","lobaye","CAF0000LB"
"339","31","MB","Mbomou","姆博穆","mbomou","CAF0000MB"
"340","31","MP","Ombella-Mpoko","翁贝拉-姆波科","ombella-mpoko","CAF0000MP"
"341","31","NM","Nana-Mambere","纳纳-曼贝雷","nana-mambere","CAF0000NM"
"342","31","OP","Ouham-Pende","瓦姆-彭代","ouham-pende","CAF0000OP"
"343","31","SE","Sangha-Mbaere","桑加-姆巴埃雷","sangha-mbaere","CAF0000SE"
"344","31","UK","Ouaka","瓦卡","ouaka","CAF0000UK"
"345","31","VK","Vakaga","瓦卡加","vakaga","CAF0000VK"
"346","31","BGF","Bangui","班吉直辖市","bangui","CAF000BGF"
"347","32","ABB","Abbotsford","阿伯茨福","abbotsford","CAN000ABB"
"348","32","BAR","Barrie","巴里","barrie","CAN000BAR"
"349","32","BRP","Brampton","基奇纳","brampton","CAN000BRP"
"350","32","CAL","Calgary","卡里加里","calgary","CAN000CAL"
"351","32","CBR","Cape Breton","布列塔尼角","cape breton","CAN000CBR"
"352","32","CHA","Charlottetown","夏洛特敦","charlottetown","CAN000CHA"
"353","32","EDM","Edmonton","埃德蒙顿","edmonton","CAN000EDM"
"354","32","FRE","Fredericton","弗雷德里顿","fredericton","CAN000FRE"
"355","32","GLP","Guelph","圭尔夫","guelph","CAN000GLP"
"356","32","HAL","Halifax","哈利法克斯","halifax","CAN000HAL"
"357","32","HAM","Hamilton","哈密尔顿","hamilton","CAN000HAM"
"358","32","IQL","Iqaluit","伊魁特","iqaluit","CAN000IQL"
"359","32","KGN","Kingston","金斯敦","kingston","CAN000KGN"
"360","32","KWL","Kelowna","基劳纳","kelowna","CAN000KWL"
"361","32","LOD","London","伦敦","london","CAN000LOD"
"362","32","MTR","Montreal","蒙特利尔","montreal","CAN000MTR"
"363","32","OSH","Oshawa","奥沙瓦","oshawa","CAN000OSH"
"364","32","OTT","Ottawa","渥太华","ottawa","CAN000OTT"
"365","32","QUE","Quebec","魁北克","quebec","CAN000QUE"
"366","32","REG","Regina","里贾纳","regina","CAN000REG"
"367","32","SAK","Saskatoon","萨斯卡通","saskatoon","CAN000SAK"
"368","32","SBE","Sherbrooke","舍布鲁克","sherbrooke","CAN000SBE"
"369","32","SCA","Santa Catarina","圣卡塔琳娜","santa catarina","CAN000SCA"
"370","32","SJB","Saint-John's","圣约翰斯","saint-john's","CAN000SJB"
"371","32","SUD","Sudbury","萨德伯里","sudbury","CAN000SUD"
"372","32","THU","Thunder Bay","桑德贝","thunder bay","CAN000THU"
"373","32","TOR","Toronto","多伦多","toronto","CAN000TOR"
"374","32","TRR","Trois-Rivieres","三河城","trois-rivieres","CAN000TRR"
"375","32","VAN","Vancouver","温哥华","vancouver","CAN000VAN"
"376","32","VIC","Victoria","维多利亚","victoria","CAN000VIC"
"377","32","WDR","Windsor","温莎","windsor","CAN000WDR"
"378","32","WNP","Winnipeg","温尼伯","winnipeg","CAN000WNP"
"379","32","YXY","Whitehorse","怀特霍斯","whitehorse","CAN000YXY"
"380","32","YZF","Yellowknife","耶洛奈夫","yellowknife","CAN000YZF"
"381","33","AG","Aargau","阿尔高","aargau","CHE0000AG"
"382","33","AI","Appenzell Innerrhodn","内阿彭策尔","appenzell innerrhodn","CHE0000AI"
